DT,TBL_NM,PRD_SE,PRD_DE,C1,C1_NM,ITM_NM,TBL_ID,ITM_ID,ORG_ID,C1_OBJ_NM
117.0,주택시장 소비심리지수,M,2014-07-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.7,주택시장 소비심리지수,M,2014-07-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.5,주택시장 소비심리지수,M,2014-07-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.3,주택시장 소비심리지수,M,2014-07-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.0,주택시장 소비심리지수,M,2014-07-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.9,주택시장 소비심리지수,M,2014-07-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.7,주택시장 소비심리지수,M,2014-07-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.9,주택시장 소비심리지수,M,2014-07-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.5,주택시장 소비심리지수,M,2014-07-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.5,주택시장 소비심리지수,M,2014-07-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.6,주택시장 소비심리지수,M,2014-07-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.1,주택시장 소비심리지수,M,2014-07-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.5,주택시장 소비심리지수,M,2014-07-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.5,주택시장 소비심리지수,M,2014-07-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.6,주택시장 소비심리지수,M,2014-07-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.2,주택시장 소비심리지수,M,2014-07-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.1,주택시장 소비심리지수,M,2014-08-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.8,주택시장 소비심리지수,M,2014-08-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.1,주택시장 소비심리지수,M,2014-08-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.1,주택시장 소비심리지수,M,2014-08-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.5,주택시장 소비심리지수,M,2014-08-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.8,주택시장 소비심리지수,M,2014-08-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.1,주택시장 소비심리지수,M,2014-08-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
135.1,주택시장 소비심리지수,M,2014-08-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.0,주택시장 소비심리지수,M,2014-08-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.4,주택시장 소비심리지수,M,2014-08-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.6,주택시장 소비심리지수,M,2014-08-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.7,주택시장 소비심리지수,M,2014-08-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.5,주택시장 소비심리지수,M,2014-08-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.5,주택시장 소비심리지수,M,2014-08-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.3,주택시장 소비심리지수,M,2014-08-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.9,주택시장 소비심리지수,M,2014-08-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.8,주택시장 소비심리지수,M,2014-08-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.3,주택시장 소비심리지수,M,2014-08-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.1,주택시장 소비심리지수,M,2014-09-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.1,주택시장 소비심리지수,M,2014-09-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.9,주택시장 소비심리지수,M,2014-09-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.3,주택시장 소비심리지수,M,2014-09-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.7,주택시장 소비심리지수,M,2014-09-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.5,주택시장 소비심리지수,M,2014-09-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.9,주택시장 소비심리지수,M,2014-09-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.6,주택시장 소비심리지수,M,2014-09-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.1,주택시장 소비심리지수,M,2014-09-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.0,주택시장 소비심리지수,M,2014-09-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.4,주택시장 소비심리지수,M,2014-09-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.9,주택시장 소비심리지수,M,2014-09-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.8,주택시장 소비심리지수,M,2014-09-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.9,주택시장 소비심리지수,M,2014-09-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.7,주택시장 소비심리지수,M,2014-09-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.5,주택시장 소비심리지수,M,2014-09-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.2,주택시장 소비심리지수,M,2014-09-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.7,주택시장 소비심리지수,M,2014-09-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.7,주택시장 소비심리지수,M,2014-10-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.2,주택시장 소비심리지수,M,2014-10-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.3,주택시장 소비심리지수,M,2014-10-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.4,주택시장 소비심리지수,M,2014-10-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
133.2,주택시장 소비심리지수,M,2014-10-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.8,주택시장 소비심리지수,M,2014-10-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.9,주택시장 소비심리지수,M,2014-10-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.9,주택시장 소비심리지수,M,2014-10-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.3,주택시장 소비심리지수,M,2014-10-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.2,주택시장 소비심리지수,M,2014-10-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.4,주택시장 소비심리지수,M,2014-10-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.3,주택시장 소비심리지수,M,2014-10-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.6,주택시장 소비심리지수,M,2014-10-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.2,주택시장 소비심리지수,M,2014-10-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.9,주택시장 소비심리지수,M,2014-10-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.0,주택시장 소비심리지수,M,2014-10-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.5,주택시장 소비심리지수,M,2014-10-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.0,주택시장 소비심리지수,M,2014-10-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.5,주택시장 소비심리지수,M,2014-11-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.2,주택시장 소비심리지수,M,2014-11-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.1,주택시장 소비심리지수,M,2014-11-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.9,주택시장 소비심리지수,M,2014-11-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.6,주택시장 소비심리지수,M,2014-11-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.6,주택시장 소비심리지수,M,2014-11-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.0,주택시장 소비심리지수,M,2014-11-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
135.5,주택시장 소비심리지수,M,2014-11-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.7,주택시장 소비심리지수,M,2014-11-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.5,주택시장 소비심리지수,M,2014-11-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.0,주택시장 소비심리지수,M,2014-11-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.9,주택시장 소비심리지수,M,2014-11-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.2,주택시장 소비심리지수,M,2014-11-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.8,주택시장 소비심리지수,M,2014-11-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.6,주택시장 소비심리지수,M,2014-11-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.7,주택시장 소비심리지수,M,2014-11-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.5,주택시장 소비심리지수,M,2014-11-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.2,주택시장 소비심리지수,M,2014-11-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.5,주택시장 소비심리지수,M,2014-12-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.2,주택시장 소비심리지수,M,2014-12-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.2,주택시장 소비심리지수,M,2014-12-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.8,주택시장 소비심리지수,M,2014-12-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.6,주택시장 소비심리지수,M,2014-12-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.6,주택시장 소비심리지수,M,2014-12-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.0,주택시장 소비심리지수,M,2014-12-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.9,주택시장 소비심리지수,M,2014-12-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.9,주택시장 소비심리지수,M,2014-12-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.3,주택시장 소비심리지수,M,2014-12-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.5,주택시장 소비심리지수,M,2014-12-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.5,주택시장 소비심리지수,M,2014-12-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.3,주택시장 소비심리지수,M,2014-12-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.9,주택시장 소비심리지수,M,2014-12-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.4,주택시장 소비심리지수,M,2014-12-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.0,주택시장 소비심리지수,M,2014-12-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.1,주택시장 소비심리지수,M,2014-12-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.1,주택시장 소비심리지수,M,2014-12-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.8,주택시장 소비심리지수,M,2015-01-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.0,주택시장 소비심리지수,M,2015-01-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
137.3,주택시장 소비심리지수,M,2015-01-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
133.0,주택시장 소비심리지수,M,2015-01-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.4,주택시장 소비심리지수,M,2015-01-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.7,주택시장 소비심리지수,M,2015-01-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.1,주택시장 소비심리지수,M,2015-01-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.5,주택시장 소비심리지수,M,2015-01-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
137.3,주택시장 소비심리지수,M,2015-01-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.7,주택시장 소비심리지수,M,2015-01-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.4,주택시장 소비심리지수,M,2015-01-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
133.6,주택시장 소비심리지수,M,2015-01-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.8,주택시장 소비심리지수,M,2015-01-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.4,주택시장 소비심리지수,M,2015-01-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.8,주택시장 소비심리지수,M,2015-01-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.0,주택시장 소비심리지수,M,2015-01-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.2,주택시장 소비심리지수,M,2015-01-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.2,주택시장 소비심리지수,M,2015-01-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.2,주택시장 소비심리지수,M,2015-02-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.3,주택시장 소비심리지수,M,2015-02-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
140.5,주택시장 소비심리지수,M,2015-02-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.2,주택시장 소비심리지수,M,2015-02-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.4,주택시장 소비심리지수,M,2015-02-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.2,주택시장 소비심리지수,M,2015-02-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.9,주택시장 소비심리지수,M,2015-02-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
137.3,주택시장 소비심리지수,M,2015-02-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.7,주택시장 소비심리지수,M,2015-02-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.8,주택시장 소비심리지수,M,2015-02-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
131.7,주택시장 소비심리지수,M,2015-02-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.1,주택시장 소비심리지수,M,2015-02-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.9,주택시장 소비심리지수,M,2015-02-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.6,주택시장 소비심리지수,M,2015-02-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.6,주택시장 소비심리지수,M,2015-02-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.0,주택시장 소비심리지수,M,2015-02-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.6,주택시장 소비심리지수,M,2015-02-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.8,주택시장 소비심리지수,M,2015-02-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.6,주택시장 소비심리지수,M,2015-03-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
138.9,주택시장 소비심리지수,M,2015-03-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
142.6,주택시장 소비심리지수,M,2015-03-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.3,주택시장 소비심리지수,M,2015-03-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.8,주택시장 소비심리지수,M,2015-03-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.2,주택시장 소비심리지수,M,2015-03-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.5,주택시장 소비심리지수,M,2015-03-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
140.9,주택시장 소비심리지수,M,2015-03-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
141.1,주택시장 소비심리지수,M,2015-03-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.9,주택시장 소비심리지수,M,2015-03-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.2,주택시장 소비심리지수,M,2015-03-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.0,주택시장 소비심리지수,M,2015-03-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.2,주택시장 소비심리지수,M,2015-03-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.2,주택시장 소비심리지수,M,2015-03-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.9,주택시장 소비심리지수,M,2015-03-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.0,주택시장 소비심리지수,M,2015-03-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.4,주택시장 소비심리지수,M,2015-03-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.0,주택시장 소비심리지수,M,2015-03-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.3,주택시장 소비심리지수,M,2015-04-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
141.1,주택시장 소비심리지수,M,2015-04-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
143.7,주택시장 소비심리지수,M,2015-04-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.5,주택시장 소비심리지수,M,2015-04-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
139.9,주택시장 소비심리지수,M,2015-04-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.8,주택시장 소비심리지수,M,2015-04-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.8,주택시장 소비심리지수,M,2015-04-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
141.6,주택시장 소비심리지수,M,2015-04-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
137.7,주택시장 소비심리지수,M,2015-04-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.6,주택시장 소비심리지수,M,2015-04-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.2,주택시장 소비심리지수,M,2015-04-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
140.6,주택시장 소비심리지수,M,2015-04-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.3,주택시장 소비심리지수,M,2015-04-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.3,주택시장 소비심리지수,M,2015-04-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.0,주택시장 소비심리지수,M,2015-04-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.7,주택시장 소비심리지수,M,2015-04-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.7,주택시장 소비심리지수,M,2015-04-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.7,주택시장 소비심리지수,M,2015-04-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.7,주택시장 소비심리지수,M,2015-05-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
137.6,주택시장 소비심리지수,M,2015-05-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
141.4,주택시장 소비심리지수,M,2015-05-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
135.8,주택시장 소비심리지수,M,2015-05-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
135.9,주택시장 소비심리지수,M,2015-05-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.9,주택시장 소비심리지수,M,2015-05-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.8,주택시장 소비심리지수,M,2015-05-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
135.3,주택시장 소비심리지수,M,2015-05-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.5,주택시장 소비심리지수,M,2015-05-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.0,주택시장 소비심리지수,M,2015-05-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.6,주택시장 소비심리지수,M,2015-05-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
135.1,주택시장 소비심리지수,M,2015-05-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.5,주택시장 소비심리지수,M,2015-05-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.1,주택시장 소비심리지수,M,2015-05-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.9,주택시장 소비심리지수,M,2015-05-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.3,주택시장 소비심리지수,M,2015-05-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.4,주택시장 소비심리지수,M,2015-05-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.6,주택시장 소비심리지수,M,2015-05-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.0,주택시장 소비심리지수,M,2015-06-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.6,주택시장 소비심리지수,M,2015-06-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.7,주택시장 소비심리지수,M,2015-06-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.3,주택시장 소비심리지수,M,2015-06-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.7,주택시장 소비심리지수,M,2015-06-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.4,주택시장 소비심리지수,M,2015-06-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.8,주택시장 소비심리지수,M,2015-06-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.2,주택시장 소비심리지수,M,2015-06-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.1,주택시장 소비심리지수,M,2015-06-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.0,주택시장 소비심리지수,M,2015-06-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.6,주택시장 소비심리지수,M,2015-06-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
130.0,주택시장 소비심리지수,M,2015-06-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.3,주택시장 소비심리지수,M,2015-06-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.1,주택시장 소비심리지수,M,2015-06-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.6,주택시장 소비심리지수,M,2015-06-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.3,주택시장 소비심리지수,M,2015-06-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.8,주택시장 소비심리지수,M,2015-06-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.0,주택시장 소비심리지수,M,2015-06-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.3,주택시장 소비심리지수,M,2015-07-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.4,주택시장 소비심리지수,M,2015-07-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
142.5,주택시장 소비심리지수,M,2015-07-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
133.1,주택시장 소비심리지수,M,2015-07-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
133.7,주택시장 소비심리지수,M,2015-07-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.9,주택시장 소비심리지수,M,2015-07-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
133.6,주택시장 소비심리지수,M,2015-07-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
141.5,주택시장 소비심리지수,M,2015-07-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.2,주택시장 소비심리지수,M,2015-07-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.4,주택시장 소비심리지수,M,2015-07-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
